,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT
37228,24.44,53.15,998,570,12827,19482,939.017,2.07,2.15,14.25,2.222,0.05,12234
23264,-21.837,53.18,1383,407,12967,19370,938.709,1.94,2.02,13.35,2.082,0.047,23264
54619,26.33,43.15,0,400,13013,20875,937.46,2.05,2.13,14.12,2.202,0.05,3477
49201,26.92,47.24,1191,400,13015,19424,938.786,2.23,2.32,15.38,2.398,0.054,24207
29199,21.57,52.6,69,400,13257,20140,939.639,2.18,2.27,15.02,2.342,0.053,4205
47686,26.68,48.78,1392,408,12968,19386,938.754,1.94,2.02,13.37,2.085,0.047,22692
58362,-7.302,41.76,75,400,12789,20653,937.429,2.11,2.19,14.5,2.261,0.051,1476
4946,-8.098,48.42,28,400,13246,20179,939.699,2.2,2.29,15.16,2.364,0.053,4946
18606,20.304,50.15,1203,400,12916,19424,938.704,1.82,1.89,12.5,1.949,0.044,18606
56902,20.984,44.74,11,441,12867,20772,937.583,2.19,2.28,15.08,2.351,0.053,16
52501,28.84,41.34,79,400,12789,20653,937.485,2.11,2.19,14.51,2.263,0.051,1359
46348,24.44,53.69,1362,400,12947,19380,938.71,1.8,1.87,12.4,1.934,0.044,21354
23445,-21.054,53.35,1406,417,12969,19377,938.697,1.79,1.86,12.3,1.918,0.043,23445
33898,19.82,50.56,381,400,13057,19888,939.262,0.42,0.44,2.9,0.452,0.01,8904
48271,24.37,54.11,1415,413,12967,19378,938.725,1.85,1.93,12.75,1.989,0.045,23277
8391,-4.626,50.9,324,400,13099,19934,939.372,0.25,0.26,1.75,0.273,0.006,8391
11017,6.497,48.18,1044,650,12800,19476,939.094,2.31,2.4,15.92,2.483,0.056,11017
15325,12.388,47.14,1151,436,12867,19444,938.842,2.12,2.2,14.56,2.27,0.051,15325
1147,27.051,50.87,13,400,13061,19947,939.746,0.36,0.37,2.48,0.387,0.009,1147
57152,27.037,42.91,19,400,12847,20762,937.6,1.76,1.82,12.08,1.884,0.043,266
39979,24.69,52.71,1090,440,12869,19457,938.811,1.78,1.85,12.26,1.912,0.043,14985
13943,17.996,47.18,1130,495,12851,19450,938.943,2.01,2.08,13.8,2.152,0.049,13943
21214,-0.53,49.74,1406,427,12934,19375,938.708,1.96,2.03,13.47,2.101,0.047,21214
60837,14.943,62.22,681,400,13238,20459,937.08,0.9,0.93,6.17,0.962,0.022,3951
58698,-4.114,47.5,156,430,12772,20563,937.406,2.19,2.27,15.05,2.347,0.053,1812
7082,-5.084,53.82,218,400,13141,20041,939.56,0.45,0.46,3.08,0.48,0.011,7082
34419,20.09,63.93,646,560,12859,19613,939.209,3.04,3.16,20.93,3.264,0.074,9425
8986,-5.223,57.85,367,400,13060,19895,939.248,0.42,0.44,2.9,0.452,0.01,8986
30277,21.49,53.0,5,400,13264,20228,939.715,2.17,2.26,14.96,2.333,0.053,5283
31991,18.98,53.91,233,400,13130,20026,939.584,0.47,0.49,3.23,0.504,0.011,6997
14482,15.34,47.21,1176,473,12864,19445,938.904,2.06,2.14,14.2,2.215,0.05,14482
19161,20.713,47.76,1195,400,12924,19430,938.713,1.6,1.66,10.98,1.712,0.039,19161
42995,25.64,53.88,1115,400,12916,19452,938.699,1.75,1.82,12.06,1.88,0.042,18001
46726,26.67,48.72,1341,404,12965,19393,938.714,2.17,2.25,14.91,2.324,0.052,21732
35990,23.85,54.34,1088,666,12788,19460,939.082,2.39,2.48,16.45,2.565,0.058,10996
52309,28.28,43.8,115,400,12786,20622,937.507,1.86,1.93,12.78,1.994,0.045,1167
20748,7.046,52.7,1184,400,12975,19433,938.723,2.12,2.21,14.62,2.279,0.051,20748
2743,14.73,46.94,127,400,13167,20057,939.626,1.01,1.05,6.98,1.089,0.025,2743
52611,28.35,43.13,62,400,12798,20659,937.42,1.82,1.89,12.52,1.952,0.044,1469
7165,-4.857,49.71,233,400,13137,20033,939.516,0.47,0.49,3.24,0.506,0.011,7165
17784,17.358,47.5,1092,400,12902,19456,938.72,2.11,2.19,14.53,2.265,0.051,17784
32314,20.77,51.13,256,400,13127,20011,939.498,0.47,0.49,3.24,0.506,0.011,7320
49400,24.51,53.36,1325,413,12981,19393,938.804,1.65,1.72,11.38,1.774,0.04,24406
16781,13.567,52.29,1147,400,12893,19446,938.753,1.85,1.92,12.71,1.982,0.045,16781
20563,9.819,52.05,1186,400,12979,19437,938.752,1.93,2.0,13.25,2.066,0.047,20563
31077,21.89,49.16,148,400,13190,20122,939.659,1.4,1.46,9.66,1.506,0.034,6083
21328,-2.432,47.49,1327,408,12956,19394,938.681,2.06,2.14,14.19,2.214,0.05,21328
9333,-5.111,59.43,609,545,12876,19660,939.238,2.33,2.42,16.05,2.503,0.057,9333
43616,27.04,47.66,1216,400,12919,19424,938.731,1.36,1.41,9.36,1.459,0.033,18622
11344,10.158,53.7,1057,632,12799,19466,939.115,2.12,2.21,14.62,2.28,0.051,11344
59932,20.515,42.36,185,440,12766,20527,937.332,1.74,1.81,12.01,1.873,0.042,3046
37718,26.27,50.85,1042,534,12844,19478,938.958,1.74,1.81,11.96,1.865,0.042,12724
31356,20.9,53.73,168,400,13174,20101,939.647,0.79,0.82,5.41,0.843,0.019,6362
61390,19.432,22.13,29528,707,12655,18800,936.921,1.01,1.05,6.96,1.086,0.025,4504
33009,18.79,53.8,320,400,13103,19942,939.394,0.31,0.32,2.13,0.332,0.007,8015
25078,13.7,49.21,15,420,12536,19622,939.787,0.02,0.06,0.01,0.07,0.043,84
10955,5.808,48.4,1027,661,12792,19470,939.057,2.24,2.32,15.4,2.401,0.054,10955
6550,-6.858,50.6,192,400,13154,20071,939.619,0.73,0.76,5.01,0.781,0.018,6550
45162,26.57,48.49,927,400,13026,19494,938.729,2.09,2.17,14.37,2.241,0.051,20168
36248,26.6,47.72,1038,636,12804,19470,939.095,2.36,2.46,16.28,2.538,0.057,11254
25190,13.8,49.57,0,402,12596,19684,939.803,0.69,1.57,2.64,1.765,0.844,196
8464,-4.721,53.24,355,400,13087,19907,939.334,0.26,0.27,1.81,0.283,0.006,8464
11083,7.235,47.78,1034,643,12802,19470,939.09,2.54,2.64,17.47,2.724,0.062,11083
20747,7.061,52.61,1182,400,12975,19435,938.718,2.16,2.24,14.85,2.316,0.052,20747
5404,-9.243,52.37,1,400,13277,20245,939.742,2.23,2.31,15.32,2.389,0.054,5404
58599,-4.27,42.32,109,406,12785,20614,937.436,1.84,1.91,12.68,1.977,0.045,1713
53264,25.71,48.24,133,400,12789,20589,937.322,1.91,1.99,13.17,2.054,0.046,2122
2028,22.309,47.16,38,400,13130,20008,939.624,0.88,0.91,6.04,0.943,0.021,2028
25693,14.66,51.28,17,400,12910,19856,939.778,0.12,0.12,0.82,0.128,0.003,699
51217,26.94,44.67,28,426,12853,20761,937.596,2.27,2.36,15.61,2.434,0.055,75
56234,53.76,21.96,60000,10704,11336,16055,936.799,3806.66,6654.17,19417.89,7313.689,2712.357,5092
42812,24.47,53.74,1151,400,12906,19454,938.735,1.9,1.98,13.1,2.042,0.046,17818
24977,18.508,48.55,1348,426,12983,19389,938.866,1.61,1.67,11.07,1.726,0.039,24977
41098,27.06,47.38,1155,410,12884,19440,938.756,1.91,1.98,13.12,2.045,0.046,16104
54425,28.8,42.62,196,423,12772,20529,937.424,1.82,1.89,12.51,1.95,0.044,3283
41986,26.75,48.42,1128,401,12896,19466,938.786,1.7,1.76,11.67,1.82,0.041,16992
51336,26.87,45.24,22,417,12844,20764,937.58,2.1,2.18,14.47,2.256,0.051,194
17406,15.764,50.09,1153,400,12899,19441,938.731,1.48,1.53,10.16,1.585,0.036,17406
53753,28.31,43.75,159,422,12780,20555,937.34,1.75,1.82,12.06,1.88,0.042,2611
7867,-4.106,56.64,307,400,13109,19950,939.407,0.24,0.25,1.66,0.259,0.006,7867
16537,12.927,51.19,1141,406,12889,19436,938.754,1.79,1.86,12.33,1.923,0.043,16537
37131,26.8,47.59,1094,587,12822,19462,939.016,1.68,1.75,11.59,1.807,0.041,12137
17762,17.263,53.1,1046,400,12918,19472,938.711,1.85,1.92,12.74,1.986,0.045,17762
51466,28.45,45.05,22,400,12850,20754,937.569,2.02,2.1,13.89,2.166,0.049,324
57461,17.518,40.85,58,400,12836,20708,937.485,1.74,1.8,11.95,1.863,0.042,575
19973,16.878,53.76,1172,400,12924,19429,938.733,1.5,1.56,10.34,1.613,0.036,19973
49512,24.78,52.12,1367,427,12984,19386,938.782,1.84,1.91,12.67,1.976,0.045,24518
46227,24.45,53.65,1354,413,12951,19389,938.705,1.97,2.05,13.57,2.117,0.048,21233
51088,31.7,18.58,0,575,13245,21021,930.908,1.06,1.1,7.3,1.139,0.026,1100
6482,-7.098,53.81,171,400,13175,20099,939.644,0.67,0.69,4.59,0.716,0.016,6482
56610,53.18,13.02,3007,400,13509,19906,936.692,0.7,0.73,4.81,0.75,0.017,5468
24096,-12.196,50.21,1201,400,13024,19421,938.767,2.63,2.73,18.11,2.824,0.064,24096
39933,24.43,53.59,1088,449,12866,19448,938.815,1.99,2.06,13.68,2.133,0.048,14939
49536,25.84,53.61,1281,400,12995,19398,938.792,1.8,1.87,12.42,1.937,0.044,24542
57027,26.041,45.24,50,431,12845,20738,937.562,2.19,2.28,15.07,2.351,0.053,141
15578,12.071,51.44,1172,436,12870,19439,938.804,2.02,2.1,13.92,2.171,0.049,15578
33024,18.3,56.53,306,400,13105,19951,939.399,0.35,0.36,2.38,0.371,0.008,8030
15005,13.177,50.4,1107,434,12872,19454,938.824,2.01,2.09,13.83,2.157,0.049,15005
57766,1.445,40.86,70,400,12784,20683,937.564,2.13,2.21,14.64,2.283,0.052,880
14711,14.29,48.39,1151,454,12862,19442,938.903,1.58,1.64,10.85,1.691,0.038,14711
10623,2.268,54.37,906,668,12789,19501,939.071,2.47,2.56,16.98,2.648,0.06,10623
57797,-0.072,46.59,74,400,12785,20674,937.547,2.13,2.21,14.67,2.288,0.052,911
56800,48.32,14.87,1124,400,13678,20388,936.687,0.62,0.65,4.28,0.668,0.015,5658
1755,24.465,54.64,37,400,13131,20027,939.625,0.69,0.72,4.74,0.74,0.017,1755
26060,13.9,54.72,22,400,13031,19922,939.795,0.34,0.36,2.37,0.37,0.008,1066
14400,15.739,53.48,1099,467,12857,19443,938.925,1.98,2.05,13.6,2.121,0.048,14400
41828,25.22,49.67,1176,419,12884,19437,938.771,1.31,1.36,8.98,1.401,0.032,16834
61381,19.617,22.33,24861,634,12692,18855,936.936,0.87,0.91,6.0,0.936,0.021,4495
50695,39.44,14.55,106,1600,12782,20361,930.895,1.2,1.25,8.28,1.291,0.029,707
57955,-6.397,40.67,75,400,12788,20667,937.502,1.92,1.99,13.2,2.058,0.046,1069
49565,25.79,47.74,1400,441,12979,19382,938.783,1.96,2.04,13.49,2.104,0.048,24571
28406,19.89,60.86,290,400,13127,19920,939.67,1.51,1.57,10.38,1.619,0.037,3412
16953,14.099,48.85,1191,418,12881,19427,938.768,1.59,1.66,10.97,1.71,0.039,16953
26530,17.45,53.52,2,400,13128,20025,939.655,0.7,0.73,4.82,0.752,0.017,1536
24961,17.725,54.57,1245,400,13002,19416,938.872,2.02,2.09,13.87,2.163,0.049,24961
58439,-6.123,40.97,121,428,12765,20598,937.412,1.68,1.74,11.55,1.801,0.041,1553
33442,20.85,50.7,325,400,13096,19932,939.34,0.28,0.29,1.94,0.303,0.007,8448
36591,26.65,47.81,1065,609,12812,19467,939.076,1.87,1.95,12.89,2.009,0.045,11597
639,26.172,51.33,6,400,12871,19844,939.835,0.23,0.24,1.61,0.251,0.006,639
26086,16.03,52.33,0,400,13061,19962,939.77,0.24,0.25,1.67,0.26,0.006,1092
68,20.962,51.16,13,407,12533,19627,939.767,0.11,0.39,0.03,0.448,0.273,68
2581,16.627,52.75,73,400,13195,20100,939.624,0.84,0.87,5.79,0.903,0.02,2581
1032,27.123,56.47,0,400,13054,19962,939.754,0.3,0.31,2.08,0.325,0.007,1032
18036,18.416,50.81,1130,400,12908,19443,938.72,2.05,2.13,14.13,2.203,0.05,18036
404,24.62,53.34,8,400,12726,19762,939.837,0.21,0.27,1.33,0.287,0.054,404
26468,16.83,55.79,0,400,13128,20023,939.705,0.59,0.61,4.06,0.633,0.014,1474
55254,34.89,50.0,3841,400,13237,19715,936.951,0.73,0.76,5.01,0.782,0.018,4112
26988,16.79,53.36,84,400,13107,19974,939.628,0.65,0.68,4.49,0.7,0.016,1994
19387,20.265,49.84,1182,400,12929,19426,938.68,1.77,1.84,12.16,1.896,0.043,19387
42551,25.0,51.26,1208,422,12896,19432,938.739,1.33,1.38,9.13,1.424,0.032,17557
28261,22.01,58.14,157,400,13209,20056,939.693,2.28,2.37,15.67,2.443,0.055,3267
45220,26.4,50.06,1117,400,12958,19449,938.731,2.09,2.17,14.39,2.243,0.051,20226
46502,27.01,47.55,1321,403,12958,19402,938.719,1.86,1.93,12.81,1.998,0.045,21508
17768,17.289,49.34,1101,400,12910,19459,938.69,2.11,2.19,14.52,2.264,0.051,17768
61126,19.901,30.39,11811,501,12765,19213,936.877,0.37,0.38,2.54,0.396,0.009,4240
60419,12.304,38.27,0,400,13251,21114,937.487,1.82,1.89,12.54,1.955,0.044,3533
15774,11.997,53.35,1147,414,12877,19442,938.808,1.95,2.03,13.43,2.094,0.047,15774
39653,27.02,47.47,1122,465,12861,19440,938.859,2.05,2.13,14.1,2.198,0.05,14659
28384,22.35,54.65,274,400,13138,19942,939.666,1.88,1.95,12.93,2.017,0.046,3390
3189,9.243,61.29,0,400,13447,20435,939.626,4.86,5.05,33.42,5.212,0.118,3189
46193,26.91,47.86,1344,400,12955,19395,938.671,2.32,2.41,15.97,2.49,0.056,21199
40892,24.47,53.57,1176,417,12876,19439,938.791,2.05,2.13,14.08,2.196,0.05,15898
35998,26.0,49.89,984,646,12802,19480,939.081,2.27,2.36,15.64,2.439,0.055,11004
15317,12.402,47.68,1117,442,12874,19454,938.836,1.76,1.82,12.09,1.885,0.043,15317
28984,22.53,47.01,121,400,13233,20100,939.619,2.19,2.27,15.05,2.347,0.053,3990
4994,-8.304,49.38,49,400,13236,20167,939.684,2.13,2.21,14.65,2.285,0.052,4994
18094,18.649,49.68,1218,426,12899,19428,938.704,1.58,1.64,10.88,1.697,0.038,18094
14139,17.039,51.53,1155,509,12842,19439,938.912,1.79,1.86,12.35,1.926,0.043,14139
59361,3.805,48.64,172,451,12763,20551,937.328,2.0,2.08,13.75,2.144,0.048,2475
50578,40.36,14.06,0,1646,12799,20435,930.926,0.69,0.72,4.76,0.742,0.017,590
617,26.059,56.83,10,400,12854,19827,939.839,0.17,0.19,1.16,0.194,0.012,617
16271,12.403,48.59,1130,405,12882,19444,938.762,1.8,1.87,12.41,1.935,0.044,16271
20485,10.925,47.24,1186,400,12960,19427,938.759,2.02,2.1,13.93,2.173,0.049,20485
10208,-1.47,56.46,910,721,12773,19500,939.079,2.49,2.59,17.17,2.677,0.06,10208
21139,0.72,47.88,1302,400,12953,19403,938.672,2.23,2.32,15.35,2.393,0.054,21139
53230,28.84,41.38,120,400,12787,20605,937.337,1.86,1.93,12.81,1.997,0.045,2088
1037,27.123,53.32,1,400,13048,19954,939.747,0.27,0.28,1.84,0.288,0.006,1037
6311,-7.683,50.24,176,400,13167,20088,939.638,0.83,0.86,5.72,0.893,0.02,6311
48996,25.89,53.61,1337,400,12989,19394,938.733,1.57,1.63,10.81,1.686,0.038,24002
27352,17.48,54.01,27,400,13199,20135,939.577,1.3,1.35,8.96,1.396,0.032,2358
58729,-4.205,41.46,120,400,12788,20603,937.444,1.62,1.68,11.15,1.739,0.039,1843
33096,20.66,51.34,297,400,13115,19960,939.394,0.26,0.28,1.82,0.284,0.006,8102
16566,12.996,50.04,1103,400,12900,19448,938.767,1.6,1.66,11.01,1.716,0.039,16566
25425,12.11,51.38,43,400,12714,19731,939.837,0.15,0.18,0.93,0.189,0.03,431
55935,41.12,19.35,0,400,13642,21394,936.815,0.86,0.89,5.89,0.919,0.021,4793
28189,21.59,59.42,0,400,13418,20420,939.686,2.87,2.98,19.73,3.076,0.069,3195
27611,20.71,46.7,66,400,13207,20107,939.65,0.88,0.92,6.09,0.95,0.021,2617
42892,26.95,47.87,1122,410,12908,19451,938.703,1.79,1.86,12.32,1.922,0.043,17898
13550,19.665,52.84,1128,525,12847,19438,938.874,1.97,2.05,13.59,2.119,0.048,13550
5303,-9.138,48.61,22,400,13255,20202,939.702,2.36,2.45,16.24,2.532,0.057,5303
42941,26.53,49.71,1124,400,12912,19450,938.699,1.55,1.61,10.7,1.668,0.038,17947
10369,-0.142,50.23,954,700,12779,19497,939.097,2.66,2.76,18.27,2.85,0.064,10369
55633,53.15,21.08,25386,661,12674,18857,936.922,0.74,0.77,5.12,0.799,0.018,4491
315,23.822,51.89,32,400,12651,19688,939.781,0.06,0.08,0.33,0.09,0.025,315
12298,18.932,53.23,1023,572,12823,19477,939.0,1.82,1.89,12.54,1.956,0.044,12298
50727,38.07,14.95,0,979,13086,20684,930.931,1.05,1.09,7.2,1.122,0.025,739
21999,-12.968,52.22,1373,410,12955,19374,938.726,2.08,2.16,14.34,2.236,0.051,21999
32340,18.76,54.29,273,400,13120,19990,939.479,0.41,0.42,2.8,0.436,0.01,7346
61230,20.758,30.45,11189,400,12836,19254,936.896,0.49,0.51,3.35,0.523,0.012,4344
54234,28.4,43.61,189,419,12776,20525,937.345,1.66,1.72,11.42,1.78,0.04,3092
24850,12.541,49.44,1329,409,12983,19396,938.821,1.89,1.97,13.03,2.032,0.046,24850
29500,21.77,51.39,38,400,13264,20180,939.656,2.32,2.41,16.0,2.494,0.056,4506
31916,21.18,49.76,227,400,13145,20046,939.611,0.46,0.48,3.16,0.493,0.011,6922
17862,17.691,52.55,1141,411,12906,19446,938.705,1.86,1.93,12.79,1.994,0.045,17862
736,26.589,56.9,10,400,12921,19860,939.751,0.29,0.3,1.98,0.309,0.007,736
25755,14.93,51.05,19,400,12942,19889,939.751,0.25,0.26,1.75,0.273,0.006,761
52781,25.85,47.76,86,400,12788,20638,937.433,1.67,1.73,11.48,1.791,0.04,1639
48197,24.65,53.09,1352,404,12975,19386,938.706,1.72,1.79,11.85,1.848,0.042,23203
8580,-4.868,55.96,338,400,13088,19920,939.323,0.39,0.4,2.67,0.416,0.009,8580
56664,51.27,13.78,1965,400,13627,20165,936.68,0.97,1.01,6.66,1.039,0.023,5522
33796,18.64,55.69,354,400,13067,19899,939.284,0.33,0.35,2.3,0.359,0.008,8802
9529,-4.781,56.69,718,786,12741,19544,939.163,2.66,2.76,18.31,2.856,0.065,9529
23909,-15.797,47.79,1415,410,12972,19372,938.732,1.61,1.67,11.08,1.729,0.039,23909
36943,26.51,48.74,1055,577,12820,19468,939.049,2.33,2.42,16.04,2.501,0.056,11949
40041,24.68,52.81,1120,451,12867,19451,938.802,2.01,2.09,13.85,2.16,0.049,15047
24022,-13.731,47.99,1310,400,12992,19397,938.758,1.76,1.83,12.11,1.889,0.043,24022
57695,5.123,42.5,54,406,12794,20702,937.539,2.08,2.16,14.31,2.232,0.05,809
38307,24.55,52.99,1122,524,12841,19447,938.889,2.17,2.26,14.95,2.331,0.053,13313
48173,26.84,48.14,1331,411,12970,19383,938.695,1.91,1.99,13.18,2.055,0.046,23179
20176,14.828,47.01,944,400,13029,19498,938.744,2.08,2.16,14.29,2.229,0.05,20176
53106,28.76,41.53,124,400,12786,20598,937.351,1.89,1.97,13.02,2.031,0.046,1964
47057,24.65,52.99,1350,406,12963,19390,938.725,1.75,1.81,12.02,1.874,0.042,22063
15139,12.791,47.54,1076,435,12880,19471,938.811,2.05,2.13,14.12,2.202,0.05,15139
55946,41.12,27.72,549,400,13493,20650,936.842,0.76,0.79,5.26,0.82,0.019,4804
49502,26.94,47.77,1335,408,12984,19397,938.788,2.06,2.14,14.17,2.209,0.05,24508
36928,24.36,53.22,1113,600,12815,19452,939.02,2.27,2.36,15.6,2.433,0.055,11934
25012,13.42,50.49,0,400,12481,19422,939.761,0.5,2.1,0.0,2.423,1.542,18
55235,31.57,56.63,3386,400,13236,19757,936.907,0.55,0.57,3.79,0.591,0.013,4093
43119,26.41,50.64,1134,400,12919,19445,938.705,1.98,2.06,13.63,2.125,0.048,18125
2355,19.122,53.84,27,400,13202,20139,939.57,1.31,1.36,9.03,1.408,0.032,2355
19196,20.67,53.79,1197,400,12921,19425,938.707,1.46,1.52,10.07,1.57,0.035,19196
49417,26.03,52.57,1295,400,12998,19403,938.791,1.92,1.99,13.21,2.059,0.047,24423
39506,24.58,53.02,1174,480,12853,19429,938.896,1.81,1.88,12.47,1.944,0.044,14512
2066,21.969,51.62,9,400,13161,20044,939.63,0.69,0.72,4.74,0.74,0.017,2066
51900,29.08,40.86,60,432,12781,20689,937.555,1.83,1.91,12.62,1.968,0.044,758
9334,-5.11,59.29,608,548,12869,19651,939.243,2.28,2.37,15.69,2.447,0.055,9334
42638,26.3,51.32,1113,400,12910,19459,938.728,1.58,1.64,10.88,1.697,0.038,17644
28571,20.78,53.55,353,400,13097,19856,939.692,1.35,1.4,9.28,1.446,0.033,3577
58486,-5.442,41.45,84,400,12789,20640,937.427,1.82,1.89,12.52,1.952,0.044,1600
23026,-21.923,53.38,1348,408,12969,19396,938.708,1.86,1.94,12.83,2.001,0.045,23026
28808,21.5,46.15,174,400,13200,20041,939.68,1.88,1.96,12.97,2.023,0.046,3814
33437,20.73,51.28,325,400,13102,19939,939.37,0.22,0.23,1.53,0.239,0.005,8443
36065,26.33,48.53,1036,633,12806,19485,939.107,2.12,2.2,14.6,2.277,0.051,11071
46594,24.31,54.07,1333,400,12961,19394,938.723,1.72,1.79,11.86,1.849,0.042,21600
23398,-21.321,54.2,1381,405,12975,19388,938.703,1.55,1.61,10.69,1.667,0.038,23398
6475,-7.123,55.67,202,400,13151,20056,939.642,0.6,0.62,4.14,0.645,0.015,6475
42339,26.41,50.62,1149,400,12900,19439,938.765,1.65,1.71,11.36,1.771,0.04,17345
42992,24.44,53.78,1203,414,12903,19432,938.709,1.79,1.86,12.34,1.924,0.043,17998
12326,19.099,47.0,1050,567,12825,19467,939.0,2.42,2.52,16.69,2.602,0.059,12326
21494,-5.18,48.37,1318,400,12961,19404,938.726,1.98,2.06,13.63,2.125,0.048,21494
53313,25.89,47.67,142,411,12781,20570,937.332,2.01,2.08,13.81,2.153,0.049,2171
44057,24.75,52.76,1184,410,12914,19427,938.711,1.87,1.94,12.85,2.004,0.045,19063
59904,20.725,49.09,179,433,12767,20541,937.337,2.03,2.1,13.94,2.174,0.049,3018
3939,0.21,49.76,167,400,13212,20053,939.661,2.08,2.17,14.34,2.237,0.051,3939
36766,26.57,48.26,1030,584,12823,19476,939.075,1.92,1.99,13.21,2.061,0.047,11772
13769,18.79,46.84,1180,510,12850,19431,938.884,1.89,1.96,13.0,2.028,0.046,13769
11461,11.444,53.66,1103,639,12799,19455,939.075,2.36,2.45,16.21,2.528,0.057,11461
20277,13.646,54.27,1295,421,12928,19399,938.739,1.37,1.42,9.42,1.469,0.033,20277
53964,26.2,47.32,177,437,12764,20543,937.424,1.43,1.49,9.85,1.536,0.035,2822
47832,24.86,51.97,1389,419,12965,19384,938.724,2.1,2.19,14.49,2.259,0.051,22838
7997,-4.186,50.6,293,400,13113,19959,939.391,0.41,0.43,2.86,0.445,0.01,7997
16177,12.266,51.11,1208,415,12875,19425,938.771,1.92,2.0,13.22,2.061,0.047,16177
32529,18.38,56.27,276,400,13124,19992,939.473,0.5,0.52,3.48,0.542,0.012,7535
17686,16.937,53.03,1126,401,12903,19440,938.693,1.34,1.39,9.2,1.435,0.032,17686
42506,24.52,53.44,1120,401,12899,19450,938.734,1.74,1.8,11.96,1.864,0.042,17512
49144,27.01,46.73,1107,400,13034,19444,938.736,2.3,2.39,15.81,2.466,0.056,24150
4792,-7.297,54.04,32,400,13250,20183,939.663,2.31,2.4,15.89,2.477,0.056,4792
42639,26.41,50.66,1074,400,12908,19460,938.72,1.58,1.64,10.87,1.695,0.038,17645
16413,12.659,48.78,1166,424,12873,19438,938.758,2.01,2.09,13.83,2.156,0.049,16413
46920,26.99,47.65,1337,400,12963,19390,938.722,1.87,1.95,12.89,2.01,0.045,21926
54140,26.5,46.11,191,432,12763,20525,937.355,1.85,1.92,12.74,1.987,0.045,2998
19484,19.94,52.91,1214,410,12918,19422,938.703,1.45,1.5,9.97,1.554,0.035,19484
27478,20.1,49.29,0,400,13229,20181,939.599,1.01,1.05,6.94,1.083,0.024,2484
58472,-5.638,44.8,75,400,12791,20634,937.421,1.95,2.02,13.4,2.09,0.047,1586
31113,19.2,55.69,152,400,13179,20116,939.673,0.87,0.9,5.99,0.934,0.021,6119
51798,27.25,42.96,57,450,12785,20703,937.504,2.13,2.21,14.67,2.287,0.052,656
37426,26.71,48.07,1013,555,12836,19474,938.988,2.3,2.39,15.86,2.473,0.056,12432
46939,24.61,53.2,1367,411,12955,19381,938.752,2.0,2.07,13.73,2.142,0.048,21945
43590,24.47,53.72,1231,409,12903,19422,938.739,1.69,1.76,11.65,1.816,0.041,18596
5888,-8.853,51.55,57,400,13238,20210,939.649,2.12,2.2,14.56,2.27,0.051,5888
50790,36.94,15.47,0,822,13165,20786,930.876,1.16,1.2,7.95,1.24,0.028,802
59324,2.136,42.51,155,429,12779,20570,937.34,2.06,2.14,14.18,2.212,0.05,2438
1915,23.264,47.03,93,400,13104,19969,939.628,0.66,0.68,4.54,0.707,0.016,1915
5291,-9.12,49.77,20,400,13257,20217,939.714,2.29,2.38,15.75,2.457,0.055,5291
53738,25.78,48.72,167,433,12771,20546,937.328,1.65,1.71,11.35,1.769,0.04,2596
45186,25.53,47.3,1074,400,12980,19463,938.742,2.17,2.25,14.91,2.324,0.052,20192
7260,-4.627,52.87,242,400,13140,20024,939.508,0.36,0.37,2.47,0.385,0.009,7260
49374,26.83,47.94,1367,405,12987,19394,938.797,1.84,1.91,12.65,1.973,0.045,24380
42162,26.61,49.31,1141,400,12900,19448,938.796,1.23,1.28,8.46,1.319,0.03,17168
24959,17.628,54.46,1320,416,12979,19395,938.87,2.1,2.18,14.45,2.253,0.051,24959
47360,24.58,53.31,1371,404,12960,19387,938.729,2.26,2.35,15.56,2.426,0.055,22366
7044,-5.194,49.75,232,400,13141,20030,939.551,0.45,0.46,3.06,0.478,0.011,7044
19156,20.718,48.11,1193,400,12922,19429,938.734,1.49,1.54,10.23,1.595,0.036,19156
22668,-20.294,53.57,1356,402,12969,19391,938.758,2.14,2.22,14.74,2.298,0.052,22668
22539,-19.262,52.2,1373,420,12961,19384,938.757,1.93,2.01,13.29,2.073,0.047,22539
58960,-5.235,42.46,131,400,12791,20593,937.345,2.26,2.35,15.57,2.428,0.055,2074
59451,8.129,42.2,151,426,12779,20570,937.331,1.79,1.86,12.34,1.924,0.043,2565
60101,17.764,43.19,194,414,12775,20525,937.336,1.74,1.81,11.96,1.865,0.042,3215
4834,-7.536,49.31,52,400,13237,20165,939.68,2.31,2.4,15.93,2.484,0.056,4834
61419,18.732,20.77,38336,789,12608,18658,936.885,0.54,0.56,3.72,0.58,0.013,4533
39796,24.83,52.22,1180,465,12863,19436,938.871,2.03,2.1,13.94,2.174,0.049,14802
58167,-9.26,47.56,96,400,12782,20628,937.483,2.02,2.1,13.91,2.17,0.049,1281
22927,-21.67,50.05,1331,400,12978,19397,938.734,1.67,1.73,11.49,1.792,0.04,22927
56816,48.28,14.77,714,400,13719,20492,936.662,0.64,0.66,4.39,0.684,0.015,5674
45461,26.48,49.29,1145,400,12976,19445,938.753,1.77,1.84,12.2,1.902,0.043,20467
